X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,email,dis_status,POINT_X,POINT_Y
-13171421.5040993,4094623.51324738,58164,211,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,,Vasquez Rocks Natural Area Park,10700 W. Escondido Canyon  Rd.,,Agua Dulce,CA,"Park Hours: Sunrise to Sunset
April 1, 2013 - August 31, 2013: 8:00 a.m. to 7:00 p.m.
September 1, 2013 – March 31, 2014: 8:00 a.m. to 5:00 p.m.
 
Interpretive Center Hours are Tuesday – Sunday 8:00am to 4:00 pm
Closed Mondays, except Holidays.
Nature Center Hours: closed while under construction",(661) 268-0840,http://parks.lacounty.gov/wps/portal/dpr/Parks/Vasquez_Rocks_Natural_Area,,,59665,"Vasquez Rocks, located in the high desert near Agua Dulce Springs, features 932 acres of spectacular rock formations, Tataviam Indian sites, and a seasonal stream. The rocks’ history began in prehistoric times when the sandstone rocks were uplifted at a picturesque angle, showing their jagged red features. In 1874 Tiburcio Vasquez, one of California’s most notorious bandits, used these rocks to elude capture by law enforcement. His name has since been associated with this geologic feature. The park is a popular hiking, picnicking, and equestrian area and has been used in many hit movies, television shows and commercials.",91350,http://egis3.lacounty.gov/lms/?p=59665,publish,34.48877945,-118.32089245,2013/05/24 16:51:53+00,,,6464975.42491555,2000410.93711805
-13140737.4118395,4033482.252006,58165,LA County Parks and Recreation,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,LA County Parks and Recreation,Whittier Narrows Nature Center,1000 N. Durfee Ave.,,South El Monte,CA,"Staff are available in the emergency room from 8:30am to 12:00 midnight, seven days per week. Staff are available for inpatients through the hospital switchboard on Saturdays and Sundays.",Whittier Narrows Nature Center Service/Intake and Administration (626) 575-5523,www.lacountyparks.org,,,59666,"The Department Provides Recreational Programs Through Planning, Operating And Maintaining Parks And Recreation Areas For The County Of Los Angeles. Services Are Offered At 15 Locations (See Site List For Details). There Are No Geographic Restrictions.",91733,http://egis3.lacounty.gov/lms/?p=59666,publish,34.03484826,-118.04525256,2011/02/23 15:55:27+00,,,6547959.92954989,1835065.42758664
-13146467.2308539,4052603.57752208,58166,211,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,LA County,Eaton Canyon Park And Nature Center,1750 N. Altadena Dr.,,Pasadena,CA,"Summer and holidays, Monday through Friday, 10:00am to 4:45pm.",Open Access Sanctuary Areas Service/Intake and Administration (626) 398-5420,www.lacountyparks.org,,,59667,"The Department Provides Recreational Programs Through Planning, Operating And Maintaining Parks And Recreation Areas For The County Of Los Angeles. Services Are Offered At 15 Locations (See Site List For Details). There Are No Geographic Restrictions.",91107,http://egis3.lacounty.gov/lms/?p=59667,publish,34.17707392,-118.0967244,2010/11/01 19:50:56+00,,,6532415.04955047,1886835.00186881
-13235006.9599223,4034272.29960999,61571,LA County Department of Beaches and Harbors,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,California State Parks,Robert H. Meyer Memorial State Beach,,,Malibu,CA,,"Visitors Center: 424-526-7900 <br>
Beaches and Harbors: 424-526-7777 </br>",http://www.parks.ca.gov,"<a href=""http://beaches.lacounty.gov""> Beaches and Harbors </a>",,66234,"Includes El Pescador, La Piedra, and El Matador beaches.

<p><a href=""http://www.parks.ca.gov""> California State Parks </a></p>",90265,http://egis3.lacounty.gov/lms/?p=66234,publish,34.04072942,-118.89209032,2017/07/18 14:56:58+00,info@bh.lacounty.gov,,6291411.69592822,1838401.88285598
-13239605.1249643,4034924.40338896,61575,LA County Department of Beaches and Harbors,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,California State Parks,Leo Carillo Beach State Park,,,Malibu,CA,,"Visitors Center: 424-526-7900 <br>
Beaches and Harbors 424-526-7777</br>",http://www.parks.ca.gov,"<a href=""http://beaches.lacounty.gov""> Beaches and Harbors </a>",,66241,"<p>Swimming, surfing, windsurfing, fishing, tide pools, overnight camping</p>
<p><a href=""http://www.parks.ca.gov""> California State Parks </a> </p>",90265,http://egis3.lacounty.gov/lms/?p=66241,publish,34.04558341,-118.93339634,2017/07/18 14:54:33+00,info@bh.lacounty.gov,,6278914.79802181,1840281.89845289
-13149246.5000264,4001103.95526509,63250,211,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,,"City Of Long Beach Department Of Parks, Recreation And Marine - Rancho Los Alamitos",5400 Bixby Hill Rd.,,Long Beach,CA,"Monday through Friday, 12:00 noon to 6:00pm; Saturday, 12:00 noon  to 4:00pm. ",Service/Intake (562) 431-3541,www.longbeach.gov/park/,,,70589,The Department provides recreational programs for people of all ages in Los Angeles County.,90815,http://egis3.lacounty.gov/lms/?p=70589,publish,33.793472,-118.121691,2010/11/01 11:50:56+00,,,6524694.65029314,1747242.3066453
-13172302.6189534,4047167.46774427,65888,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,Cahuenga Peak Open Space,3698 W. Wonder View Dr.,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73814,,,http://egis3.lacounty.gov/parks_lms/?p=73814,publish,34.13666411,-118.32880764,2014/07/02 18:53:23+00,,,6462171.17461856,1872277.79541898
-13184961.5029482,4043990.44162395,65901,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,Beverly Glen Park,2448 N Angelo Dr,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73827,,,http://egis3.lacounty.gov/parks_lms/?p=73827,publish,34.11303845,-118.44252433,2014/07/02 18:53:23+00,,,6427722.16871355,1863812.09319031
-13190047.1205202,4039236.4038039,65917,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,Crestwood Hills Park,1000 Hanley Ave,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73843,,,http://egis3.lacounty.gov/parks_lms/?p=73843,publish,34.07767316,-118.48820921,2014/07/02 18:53:23+00,,,6413831.35856871,1851006.17227989
-13185036.2862248,4063508.16064327,65920,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,LA City Department of Recreation and Parks,Devonshire Arleta Park,14215 Devonshire Ave,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73846,,,http://egis3.lacounty.gov/parks_lms/?p=73846,publish,34.25807579,-118.44319612,2014/07/02 18:53:23+00,,,6427751.5456233,1916594.20284897
-13193712.3938131,4070934.96763793,65947,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,O'Melveny Park,17300 Sesnon Blvd,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73873,,,http://egis3.lacounty.gov/parks_lms/?p=73873,publish,34.3131993,-118.52113492,2014/07/02 18:53:23+00,,,6404305.29166289,1936767.3590249
-13170991.2697221,4065279.99555304,65949,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,Oro Vista Park (Site),11101 Oro Vista Ave,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73875,,,http://egis3.lacounty.gov/parks_lms/?p=73875,publish,34.27123005,-118.31702759,2014/07/02 18:53:23+00,,,6465890.32662906,1921237.08759207
-13196599.5715911,4067735.06727233,65950,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,Palisades Park,12100 Tampa Ave,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73876,,,http://egis3.lacounty.gov/parks_lms/?p=73876,publish,34.28945332,-118.54707088,2014/07/02 18:53:23+00,,,6396426.55709231,1928167.49925615
-13197691.0959625,4064606.50116066,65951,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,Porter Ranch Park,11000 Tampa Ave,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73877,,,http://egis3.lacounty.gov/parks_lms/?p=73877,publish,34.26623021,-118.55687621,2014/07/02 18:53:23+00,,,6393418.04834555,1919732.57780582
-13174769.3742156,4043863.24016788,65954,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,Runyon Canyon Park,2000 N Fuller Ave,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73880,,,http://egis3.lacounty.gov/parks_lms/?p=73880,publish,34.11209239,-118.35096688,2014/07/02 18:53:23+00,,,6455434.46105789,1863358.42086931
-13197755.5310233,4037167.62103795,65956,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,Santa Ynez Canyon Park,1100 Palisades Dr,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73882,,,http://egis3.lacounty.gov/parks_lms/?p=73882,publish,34.06227887,-118.55745504,2014/07/02 18:53:23+00,,,6392831.54590964,1845513.04907981
-13188512.5245153,4072604.10313626,65960,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,Stetson Ranch Park,13877 Glenoaks Blvd,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73886,,,http://egis3.lacounty.gov/parks_lms/?p=73886,publish,34.32558304,-118.4744237,2014/07/02 18:53:23+00,,,6418431.65317389,1941204.13230357
-13202941.621128,4065144.61286033,65961,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,Stoney Point Park,10870 Topanga Canyon Blvd,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73887,,,http://egis3.lacounty.gov/parks_lms/?p=73887,publish,34.27022503,-118.60404248,2014/07/02 18:53:23+00,,,6379176.32748522,1921268.6321484
-13180288.140388,4046797.50020082,65974,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,Wilacre Park,S Of Maxwell Fire Rd,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73900,,,http://egis3.lacounty.gov/parks_lms/?p=73900,publish,34.13391322,-118.4005428,2014/07/02 18:53:23+00,,,6440459.80301514,1871355.45769672
-13198707.4429433,4049613.16326608,65986,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,Corbin Canyon Park,4720 Corbin Ave,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73912,,,http://egis3.lacounty.gov/parks_lms/?p=73912,publish,34.1548468,-118.56600621,2014/07/02 18:53:23+00,,,6390431.33220613,1879214.18705797
-13198995.0233834,4046081.60159503,65988,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,Steers Property,S. Of Owen Brown Road,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73914,,,http://egis3.lacounty.gov/parks_lms/?p=73914,publish,34.12858991,-118.56858959,2014/07/02 18:53:23+00,,,6389595.71675138,1869663.38726197
-13192344.7324581,4040432.04955238,65992,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,LA City Department of Recreation and Parks,Mandeville Open Space,2660 Westridge Rd,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73918,,,http://egis3.lacounty.gov/parks_lms/?p=73918,publish,34.08656896,-118.50884901,2014/07/02 18:53:23+00,,,6407597.67812271,1854274.47939156
-13194692.2134122,4033445.67638784,65994,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,Palisades Park,15400 Pacific Coast Hwy,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73920,,,http://egis3.lacounty.gov/parks_lms/?p=73920,publish,34.03457598,-118.52993679,2014/07/02 18:53:23+00,,,6401112.88564613,1835386.48534347
-13184726.5686526,4030767.78131742,65995,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,LA City Department of Recreation and Parks,Venice Reservoir Site,3324 S Centinela Ave,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73921,,,http://egis3.lacounty.gov/parks_lms/?p=73921,publish,34.01463848,-118.44041388,2014/07/02 18:53:23+00,,,6428204.08179171,1827999.98371232
-13190892.1801582,4051137.3956157,65996,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,LA City Department of Recreation and Parks,Sepulveda Garden Center,16633 Magnolia Blvd,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73922,,,http://egis3.lacounty.gov/parks_lms/?p=73922,publish,34.16617683,-118.49580051,2014/07/02 18:53:23+00,,,6411691.45274356,1883225.15803865
-13201323.797099,4067141.21999794,65999,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,Browns Creek Park,Browns Canyon Rd,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73925,,,http://egis3.lacounty.gov/parks_lms/?p=73925,publish,34.28504573,-118.58950932,2014/07/02 18:53:23+00,,,6383598.68281372,1926635.9954294
-13186468.6130228,4047858.04491635,66003,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,Deervale-Stone Canyon Park,14890 Valley Vista Blvd,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73929,,,http://egis3.lacounty.gov/parks_lms/?p=73929,publish,34.14179865,-118.45606293,2014/07/02 18:53:23+00,,,6423671.67025289,1874296.66999014
-13190367.1951696,4046470.53232612,66011,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,LA City Department of Recreation and Parks,The Groves Overlook,Mulholland Dr Between Park Lane Circle Dr And,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73937,,,http://egis3.lacounty.gov/parks_lms/?p=73937,publish,34.13148198,-118.49108449,2014/07/02 18:53:23+00,,,6413056.34502688,1870592.21545681
-13171325.4096765,4049703.30903793,66015,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,LA City Department of Recreation and Parks,Griffith Park Pollywog Area,Reese Pl. & Valley Heart Dr.,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73941,,,http://egis3.lacounty.gov/parks_lms/?p=73941,publish,34.15551692,-118.32002922,2014/07/02 18:53:23+00,,,6464849.41138805,1879130.06977214
-13170763.4499495,4045216.99470696,66018,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,LA City Department of Recreation and Parks,Bronson Canyon,3200 Canyon Dr,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73944,,,http://egis3.lacounty.gov/parks_lms/?p=73944,publish,34.12216038,-118.31498105,2014/07/02 18:53:23+00,,,6466338.6298663,1866986.24825931
-13159113.0225332,4040196.21962765,66028,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,Mount Olympus Park,243 E Avenue 33,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73954,,,http://egis3.lacounty.gov/parks_lms/?p=73954,publish,34.08481442,-118.21032348,2014/07/02 18:53:23+00,,,6497985.64006297,1853312.61779822
-13156719.4498625,4038643.45548845,66040,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,Ascot Hills Park,4371 Multnomah Street,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73966,,,http://egis3.lacounty.gov/parks_lms/?p=73966,publish,34.07326118,-118.18882165,2014/07/02 18:53:23+00,,,6504488.35901289,1849095.25516997
-13188359.0472079,4052172.52525287,66043,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,LA City Department of Recreation and Parks,Sepulveda Basin Wildlife Reserve,6335 Woodley Avenue,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73969,,,http://egis3.lacounty.gov/parks_lms/?p=73969,publish,34.17387036,-118.47304499,2014/07/02 18:53:23+00,,,6418588.08593188,1885991.76897523
-13184242.9823488,4065834.66466621,66051,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,El Dorado Avenue Park,11349 El Dorado Ave,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73977,,,http://egis3.lacounty.gov/parks_lms/?p=73977,publish,34.27534754,-118.43606975,2014/07/02 18:53:23+00,,,6429932.14624897,1922870.23032315
-13170744.0001285,3991002.89461957,66053,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,LA City Department of Recreation and Parks,White Point Nature Preserve,1600 S Paseo Del Mar,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73979,,,http://egis3.lacounty.gov/parks_lms/?p=73979,publish,33.71803004,-118.31480633,2014/07/02 18:53:23+00,,,6465930.90594421,1719914.28879489
-13167018.9540191,4059815.42346627,66055,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,La Tuna Canyon Park,6801 La Tuna Canyon Road,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73981,,,http://egis3.lacounty.gov/parks_lms/?p=73981,publish,34.23065397,-118.28134367,2014/07/02 18:53:23+00,,,6476629.75003205,1906438.68510231
-13167138.9842262,4060695.64902499,66056,LA City Recreation and Parks,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,LA City Department of Recreation and Parks,Haines Canyon Park,7021 Arama Ave,,Los Angeles,CA,,,http://laparks.org/dos/parks/parks.htm,,,73982,,,http://egis3.lacounty.gov/parks_lms/?p=73982,publish,34.23719123,-118.28242192,2014/07/02 18:53:23+00,,,6476310.51707472,1908818.61669414
-13173208.7495018,3999130.13829384,66074,,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,Palos Verdes Peninsula Land Conservancy,Linden H. Chandler Preserve,Near 3011 Palos Verdes Dr N,,Rolling Hills Estates,CA,Dawn to Dusk,(310) 541-7613,http://www.pvplc.org/_lands/docs/Chandler_Brochure_final2.pdf,,,74017,This 28.5-acre property is a critical part of the natural environment in Rolling Hills Estates.,90274,http://egis3.lacounty.gov/lms/?p=74017,publish,33.77873534,-118.33694755,2014/10/02 10:06:15+00,,,6459271.36119246,1742028.46602315
-13178898.4623729,3995774.79562586,66075,,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Open Space,Palos Verdes Peninsula Land Conservancy,Three Sisters Reserve,End of Ocean Terrace Drive,,Rancho Palos Verdes,CA,Dawn to Dusk,(31) 541-7613,http://www.pvplc.org/_lands/three_sisters.asp,,,74019,This 99-acre parcel spread on a rolling hillside has spectacular ocean views and wonderful hiking trails that can be accessed from the end of Ocean Terrace Drive. It is home to several rare wildflower and bird species and the location of a 21-acre habitat restoration project initiated in 2009.,90275,http://egis3.lacounty.gov/lms/?p=74019,publish,33.75367829,-118.38805911,2014/10/02 10:10:36+00,,,6443703.3326173,1732965.56485765
-13157131.9598489,4092077.80298648,72525,LA County Department of Parks and Recreation,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,,Acton Wash Sanctuary,Soledad Canyon Road and Gillespie Avenue,,Acton,CA,"Sunrise to Sunset
","(661) 944-6881; (661) 944-2743",http://parks.lacounty.gov/acton-wash-wildlife-sanctuary,,,3000004,"Acton Wash Sanctuary is located in Acton, California, a beautiful northern Los Angeles County town named by a local miner from Acton, Massachusetts.  The Sanctuary is nestled in the Sierra Pelona Mountains.  A secondary branch of headwaters run through the Sanctuary all the way to the Santa Clara River.  The 75-acre sanctuary has four distinct seasons, with snow during the winter and colorful floral displays during the spring and fall.  Here we can see a gradual blending of coastal and desert plant communities.",93510,http://egis3.lacounty.gov/parks_lms/?p=3000004,publish,34.46992825,-118.19252729,2018/05/22 22:28:06+00,,,6503642.64515314,1993451.79847731
-13123205.8634601,4111872.60445415,72529,LA County Department of Parks and Recreation,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,,Alpine Butte Wildlife Sanctuary,East Avenue O (Between 130 Street East and 135 Street East),,Lake Los Angeles,CA,"Sunrise to Sunset
","(661) 944-6881; (661) 944-2743",http://parks.lacounty.gov/alpine-butte-wildlife-sanctuary,,,3000008,"The Alpine Butte Wildlife Sanctuary lays on the southern slope of Alpine Butte a Mesozoic granitic rock formation marked by the presence of dinosaur, marine and flying reptile fossils.  This 320 acre wildlife sanctuary is ecologically rich area consisting of small sand dunes, large rock formations, creosote bush scrub and Joshua tree woodland home to some of the tallest Joshua trees in Los Angeles County!  Indigenous wildlife at the sanctuary include the federally threatened Mojave Desert Tortoise, Mojave Sidewinder Rattlesnakes, Zebra-Tailed Lizards, Badgers and Kit Foxes making this sanctuary ecologically and historically rich and ideal for school field trips and interested hikers alike.",93534,http://egis3.lacounty.gov/parks_lms/?p=3000008,publish,34.61639815,-117.88776398,2018/05/22 23:13:52+00,,,6595438.72041889,2046719.03511848
-13141330.9930322,4048171.89553207,72533,LA County Department of Parks and Recreation,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,,Arboretum and Botanic Garden,301 N. Baldwin Ave.,,Arcadia,CA,"MAIN GROUNDS: 
8:00am - 4:30pm (Members);
9:00am - 4:30pm (Non-members);

LIBRARY: 
Tuesday - Friday: 8:30am - 5:30pm;
Saturday: 8:30am - 5:00pm;
Sunday: 1:00pm - 5:00pm",(626) 821-3222,http://parks.lacounty.gov/los-angeles-county-arboretum-and-botanic-garden,,,3000012,"Discover the internationally famous Los Angeles County Arboretum &amp; Botanic Garden, a 127 acre natural and historic wonder with plant collections including rare and endangered species from all over the world. Enjoy historical landmarks that feature Native American, Rancho Period and late 19th century treasures like the famous Queen Anne Cottage seen in numerous television shows and movies, the Santa Anita Train Depot and other exhibits through out.  Also explore peaceful and unique paths or sit and relax by the Mayberg waterfall, fountains, ponds or themed gardens either on foot or by tram. The Los Angeles County Arboretum &amp; Botanic Garden offers activities including concerts, nature and gardening classes, and a horticultural library that continues to attract visitors year after year; making the Arboretum one of the nation’s top tourist destinations!",91007,http://egis3.lacounty.gov/parks_lms/?p=3000012,publish,34.14413207,-118.05058479,2019/12/12 21:05:09+00,,,6546364.4087908,1874836.63938265
-13126913.0585579,4111920.37747142,72541,LA County Department of Parks and Recreation,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,,Big Rock Creek Wildlife Sanctuary,11550 East Avenue O,,Palmdale,CA,Sunrise to Sunset,"(661) 944-6881; (661) 944-2743
",http://parks.lacounty.gov/big-rock-wash-wildlife-sanctuary,,,3000020,"Big Rock Wash Wildlife Sanctuary has 37 different species of annual wildflowers including Indian Rice Grass, Desert Calico, Checker Fiddleneck and abundant displays of Dune Primrose.  Following a monsoonal thunderstorm in the late summer months, the wash can be full of water turning the sanctuary into an oasis, a respite from the summer heat.  This virtually undisturbed area is comprised of a desert-wash community including creosote bush scrub and Joshua tree woodland and is one of the most diverse of the Antelope Valley sanctuaries in terms of plant life.",93591,http://egis3.lacounty.gov/parks_lms/?p=3000020,publish,34.61675133,-117.92106628,2018/05/22 23:29:19+00,,,6585418.97339806,2046838.0384894
-13122183.5174317,4095142.45038218,72542,LA County Department of Parks and Recreation,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,,Blalock Sanctuary,14101 Valyermo Road,East Avenue W,Pearblossom,CA,Sunrise to Sunset,"(661) 944-6881; (661) 944-2743

",http://parks.lacounty.gov/blalock-wildlife-sanctuary,,,3000021,"Blalock Wildlife Sanctuary is named after Lorena and Richard Blalock, entrepreneurs who purchased the land in the 1940’s and donated 140 acres of the Longview area of the Antelope Valley to Los Angeles County with the concern of preserving open space and the rural atmosphere of southern Antelope Valley foothill communities.  The sanctuary is located within the sparsely-populated area of the southeast Antelope Valley and contains some of the most diverse plant and natural wildlife in Antelope Valley.",93553,http://egis3.lacounty.gov/parks_lms/?p=3000021,publish,34.4926217,-117.87858009,2018/05/22 23:29:57+00,,,6598256.2872903,2001676.97625265
-13110545.9797865,4123338.15801748,72547,LA County Department of Parks and Recreation,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,,Butte Valley Wildflower Sanctuary,Avenue 1 between 190th & 200th Streets East,,Lancaster,CA,Sunrise to Sunset,(661) 944-6881,http://parks.lacounty.gov/butte-valley-wildflower-sanctuary,,,3000026,"Butte Valley Wildflower Sanctuary is just one mile north of Saddleback Butte State Park and is approximately 351 acres.  The dominant plant communities are Joshua Tree Woodland and Creosote Bush Scrub.  This wildflower sanctuary has few signs of public use.  It is home to such animals as the burrowing Antelope Ground Squirrel, Desert Night Lizard and the Giant Desert Hairy Scorpion.
",93535,http://egis3.lacounty.gov/parks_lms/?p=3000026,publish,34.70111854,-117.77403831,2018/05/22 23:33:18+00,,,6629585.95789856,2077608.74499248
-13190468.0595984,4128387.78009635,72562,LA County Department of Parks and Recreation,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,,Desert Pines Sanctuary,Intersection Avenue G & 20th Street West,,Antelope Valley,CA,Sunrise to Sunset,(661) 944-6881,http://parks.lacounty.gov/george-r-bones-wildlife-sanctuary,,,3000046,"George R. Bones Wildlife Sanctuary (commonly known as Desert Pines Sanctuary) is a small, 99-acre reserve in the far northwest of Los Angeles County. This beautiful sanctuary is located on the edge of the Mojave Desert, immediately north of the LIebre Mountains, and several miles west of the Antelope Valley California Poppy Reserve. Its distinctive gray pines, Joshua Trees, and diverse flora make this a beautiful and untouched natural wonder!
",93544,http://egis3.lacounty.gov/parks_lms/?p=3000046,publish,34.73840334,-118.49199057,2018/05/23 14:24:48+00,,,6413863.21381997,2091463.27371381
-13102606.08376,4113869.5223192,72577,LA County Department of Parks and Recreation,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,,"Gerhardy Wildlife Sanctuary, Carl O.",240th Street East and Avenue O,,Antelope Valley,CA,Sunrise to Sunset,"(661) 944-6881; (661) 944-2743",http://parks.lacounty.gov/carl-o-gerhardy-wildlife-sanctuary,,,3000062,"Carl O. Gerhardy Wildlife Sanctuary is the largest of Los Angeles County’s fourteen Antelope Valley Wildlife Sanctuaries, covering 547 acres.  Carl O. Gerhardy, a County of Los Angeles Parks and Recreation employee from 1944 -1964, found and recommended the acquisition of many County Parks and Sanctuaries, and the Los Angeles County Board of Supervisors honored his accomplishments by naming this Sanctuary after him.   The Sanctuary is carpeted with seasonal wildflowers ranging from Mojave Lupine, Desert Primrose, Evening Primrose, Hole in the Sand Plant to Mohave Apricot Mallow, and you can observe desert reptiles including the Yucca Night Lizard, Red Racer snake, Long-Nosed Leopard Lizard, and Southern Desert Horned Lizard.  Observe the Antelope Ground Squirrel or a beautiful Violet Green Swallow while enjoying the sanctuary, and let the stunning desert landscape inspire creativity with landscapes that capture the expanse of the Antelope Valley to the west, the Desert Buttes, and the lofty peaks of the San Gabriel Mountains to the south. 
",93550,http://egis3.lacounty.gov/parks_lms/?p=3000062,publish,34.63115985,-117.70271301,2018/05/23 14:25:29+00,,,6651098.92438696,2052204.6202759
